"project_id","final_status"
"kkst601337301",1
"kkst1634172649",1
"kkst1641900446",0
"kkst321479397",0
"kkst422074851",0
"kkst1709933153",0
"kkst1584733767",1
"kkst832270872",1
"kkst230915142",0
"kkst330111468",0
"kkst1089959689",0
"kkst288361088",1
"kkst697584050",1
"kkst1007510708",0
"kkst2016697504",0
"kkst1361228091",1
"kkst51516104",0
"kkst1636997959",1
"kkst223870395",0
"kkst233019248",0
"kkst1486049326",1
"kkst157210490",0
"kkst1617205870",0
"kkst1748174390",1
"kkst1179108491",1
"kkst231960465",0
"kkst194767794",1
"kkst1177679127",1
"kkst1719444613",0
"kkst1765500478",0
"kkst1450029143",0
"kkst471406110",0
"kkst775250173",0
"kkst1511882390",0
"kkst2015683782",1
"kkst930190781",0
"kkst817332272",1
"kkst1142612227",0
"kkst778482333",1
"kkst1974416333",1
"kkst374624760",0
"kkst1682150175",1
"kkst1118369501",1
"kkst1017259112",1
"kkst1860876944",0
"kkst1249730225",1
"kkst775097530",1
"kkst715453623",1
"kkst1213255392",0
"kkst75847188",0
"kkst1677471579",1
"kkst1181066377",1
"kkst364630992",1
"kkst2013551735",1
"kkst1289401348",1
"kkst1883401213",1
"kkst671789348",1
"kkst1598371535",0
"kkst619214622",0
"kkst1382374386",0
"kkst1614752032",1
"kkst564125918",0
"kkst1858733095",0
"kkst528732060",0
"kkst1467756243",0
"kkst1769430362",0
"kkst1737915510",0
"kkst850701322",0
"kkst1803575624",0
"kkst866445238",0
"kkst1228261501",1
"kkst955597724",1
"kkst1558109758",1
"kkst241106384",1
"kkst1669458211",0
"kkst1447287409",1
"kkst640614611",0
"kkst76018083",1
"kkst1222497610",0
"kkst1083780677",0
"kkst937019531",0
"kkst1553949047",1
"kkst595793089",0
"kkst1254343441",1
"kkst1425458134",0
"kkst1565609960",1
"kkst311158936",1
"kkst14639304",0
"kkst118607757",1
"kkst1307336796",0
"kkst1224987066",1
"kkst1880706384",1
"kkst665073144",0
"kkst342835079",1
"kkst1515486518",1
"kkst1178223961",1
"kkst1950122707",1
"kkst1656577399",0
"kkst185119570",0
"kkst66386481",0
"kkst718184708",1
"kkst1820619396",0
"kkst729214732",0
"kkst621515185",1
"kkst1025875618",1
"kkst535450201",1
"kkst19583719",1
"kkst2024840673",1
"kkst97121282",0
"kkst1140851219",1
"kkst2005897765",0
"kkst381810555",0
"kkst876557744",0
"kkst841628233",0
"kkst394351749",0
"kkst1749032463",0
"kkst378730733",0
"kkst98738689",1
"kkst933875821",0
"kkst785359369",0
"kkst986480315",1
"kkst1447129363",0
"kkst1067849193",0
"kkst1634285325",0
"kkst1207819956",0
"kkst174718748",0
"kkst678952253",1
"kkst605161580",1
"kkst1991056212",1
"kkst1719516046",0
"kkst364156282",0
"kkst1779257454",0
"kkst1730195271",1
"kkst258923492",1
"kkst1661663893",1
"kkst1641328940",0
"kkst2119371300",1
"kkst1589423197",0
"kkst2106175965",1
"kkst1444193042",0
"kkst1646860837",1
"kkst579891293",0
"kkst1685835587",1
"kkst1097467457",1
"kkst123206267",1
"kkst1411048571",1
"kkst480293059",0
"kkst2085050368",0
"kkst812883594",1
"kkst873161977",0
"kkst380715745",1
"kkst185560412",0
"kkst568433992",1
"kkst489607390",1
"kkst649808176",0
"kkst1200534677",0
"kkst837610629",1
"kkst290551351",1
"kkst186760076",1
"kkst355636922",0
"kkst70713945",1
"kkst460663077",0
"kkst446708394",1
"kkst1995998819",1
"kkst1689672868",0
"kkst993476187",1
"kkst1479199676",1
"kkst1573559240",0
"kkst980019524",0
"kkst683441204",0
"kkst1339744261",0
"kkst737637619",0
"kkst325511870",1
"kkst447855864",1
"kkst1298282611",0
"kkst1213723611",0
"kkst1553695162",1
"kkst1804742059",0
"kkst237397402",0
"kkst831783065",0
"kkst541634297",1
"kkst1486842982",1
"kkst1132280175",1
"kkst1690264838",1
"kkst855655761",1
"kkst936944356",1
"kkst544014959",0
"kkst1249943619",0
"kkst1417354359",0
"kkst1585043698",0
"kkst690896483",1
"kkst1041219335",0
"kkst45289712",0
"kkst728082289",1
"kkst2032496672",1
"kkst1803181994",0
"kkst283269194",0
"kkst577431124",0
"kkst10811597",0
"kkst18939379",0
"kkst634168548",1
"kkst1359359306",0
"kkst504716104",0
"kkst1414563102",1
"kkst22501448",0
"kkst851681359",1
"kkst503535075",0
"kkst855172312",0
"kkst1629841258",0
"kkst656687191",1
"kkst1821949910",0
"kkst270411657",1
"kkst1430716865",0
"kkst692725231",1
"kkst131036897",0
"kkst462902634",1
"kkst966995804",1
"kkst1029050896",1
"kkst1846755691",1
"kkst545238853",0
"kkst74776226",0
"kkst644408482",0
"kkst808260427",1
"kkst1251072905",1
"kkst1398099024",1
"kkst297917745",1
"kkst714618985",0
"kkst1577280793",1
"kkst151328471",1
"kkst582256059",0
"kkst229151579",0
"kkst1915585382",1
"kkst31218834",1
"kkst1920971398",1
"kkst1917205005",0
"kkst196235269",0
"kkst799727476",0
"kkst194539251",0
"kkst630611668",0
"kkst1348533124",0
"kkst1283661822",0
"kkst89702120",0
"kkst1665770498",1
"kkst432380565",1
"kkst1226482723",0
"kkst1576978327",0
"kkst64050173",0
"kkst694850902",0
"kkst1820265409",0
"kkst1686958807",1
"kkst1541944308",1
"kkst429019391",0
"kkst2142537612",1
"kkst324109569",0
"kkst1486217300",0
"kkst4979572",1
"kkst1105824777",1
"kkst246897560",1
"kkst689319976",0
"kkst862169598",1
"kkst1025158427",1
"kkst1830749424",0
"kkst1493488081",0
"kkst1246378513",0
"kkst1425233570",1
"kkst123186396",0
"kkst1588480793",0
"kkst398239764",1
"kkst1819885375",1
"kkst638223424",0
"kkst783450102",1
"kkst1370253848",0
"kkst526846670",0
"kkst160230379",1
"kkst1629530322",0
"kkst1847284153",0
"kkst711789682",0
"kkst1374503657",1
"kkst879519246",1
"kkst888143085",1
"kkst2129340460",1
"kkst152763258",0
"kkst1064127689",0
"kkst162487127",0
"kkst55876971",0
"kkst2102327170",0
"kkst119297646",1
"kkst1584391308",0
"kkst1998099896",0
"kkst734251861",1
"kkst1598465393",0
"kkst2068174238",0
"kkst1358486827",0
"kkst2103542332",0
"kkst165405157",1
"kkst1515502731",1
"kkst310932011",0
"kkst33871544",1
"kkst1717632822",0
"kkst1351607147",0
"kkst1475713669",1
"kkst1713479460",1
"kkst1317323590",0
"kkst2009028421",1
"kkst1649276138",1
"kkst407624477",0
"kkst779236650",0
"kkst1201795926",0
"kkst1558009290",1
"kkst1864729219",1
"kkst73256699",1
"kkst1963990340",0
"kkst403212647",1
"kkst358873966",0
"kkst899903616",1
"kkst1211296672",1
"kkst1686645230",1
"kkst513878957",0
"kkst275102331",1
"kkst1179548226",1
"kkst1462377005",0
"kkst1548183377",1
"kkst1046661960",0
"kkst181507999",1
"kkst2088682423",0
"kkst1279578733",1
"kkst1841452403",1
"kkst91871190",1
"kkst1456687270",1
"kkst1741870701",1
"kkst1692978427",0
"kkst196479360",1
"kkst1868450338",0
"kkst2122262404",0
"kkst100548130",0
"kkst3314253",1
"kkst486768676",0
"kkst1278608225",1
"kkst1927786400",1
"kkst422775952",1
"kkst1704042460",1
"kkst1649261793",0
"kkst11456574",1
"kkst1667685505",1
"kkst1929297271",1
"kkst14429096",1
"kkst1043587194",0
"kkst1641400042",0
"kkst85335284",0
"kkst1960883478",1
"kkst1588330220",0
"kkst295815353",0
"kkst460735110",0
"kkst2039178781",1
"kkst12273202",1
"kkst324720791",0
"kkst2128373165",1
"kkst1288208789",0
"kkst755511641",1
"kkst659434587",1
"kkst347934879",1
"kkst1543766114",0
"kkst1375045061",0
"kkst406370196",0
"kkst890653610",1
"kkst1746779996",0
"kkst1065816507",0
"kkst1603540635",0
"kkst1216813351",0
"kkst1022991842",0
"kkst1773015637",1
"kkst1561488627",0
"kkst1543521607",1
"kkst605020159",0
"kkst401153367",1
"kkst1243716235",1
"kkst869982738",0
"kkst648160977",1
"kkst1757648789",1
"kkst1907918779",0
"kkst962357556",1
"kkst1735998783",0
"kkst1393285959",0
"kkst1238306639",1
"kkst1508336511",1
"kkst803518123",0
"kkst718916730",0
"kkst824040563",0
"kkst317829533",1
"kkst971594315",0
"kkst2082918309",1
"kkst743177934",0
"kkst850508573",0
"kkst790359167",0
"kkst732871223",0
"kkst1359594210",1
"kkst1262616364",0
"kkst1049358311",1
"kkst1644640586",1
"kkst1419795870",1
"kkst1101361487",0
"kkst594803781",0
"kkst1020324581",1
"kkst1536426673",0
"kkst1062825209",1
"kkst815528074",0
"kkst1969054351",1
"kkst934319833",0
"kkst1158220633",0
"kkst1905683170",1
"kkst70596807",1
"kkst2038399665",1
"kkst1473251089",1
"kkst2095655266",1
"kkst1444796041",0
"kkst1264166809",0
"kkst101797258",1
"kkst1532119486",1
"kkst1184734309",1
"kkst202836732",0
"kkst468701502",1
"kkst1274045506",1
"kkst860496619",0
"kkst1040117533",1
"kkst393128677",1
"kkst1595926080",0
"kkst998064752",0
"kkst1728374000",0
"kkst614766751",0
"kkst179768998",1
"kkst541144645",1
"kkst1129922664",1
"kkst2087440838",0
"kkst1002342607",0
"kkst1759818120",1
"kkst1986953321",0
"kkst28710840",0
"kkst441642699",1
"kkst166053031",0
"kkst1311313893",1
"kkst937054785",1
"kkst457557160",1
"kkst1202761095",0
"kkst1527968259",1
"kkst1275710999",0
"kkst521613081",1
"kkst1163914724",1
"kkst83805086",1
"kkst380622772",1
"kkst1344928794",1
"kkst1122651487",1
"kkst114227690",0
"kkst1498318725",0
"kkst701334249",0
"kkst921735698",0
"kkst2139967107",1
"kkst1756822684",0
"kkst163854821",0
"kkst1483199202",0
"kkst39718062",1
"kkst551892168",0
"kkst1987429045",1
"kkst220590891",1
"kkst1268677936",1
"kkst1953033919",0
"kkst295073980",0
"kkst1774867387",1
"kkst1383278828",0
"kkst1058194110",1
"kkst1705248132",1
"kkst1330412668",1
"kkst656830870",1
"kkst276796146",0
"kkst1169497410",1
"kkst209707663",1
"kkst94270922",1
"kkst10967319",0
"kkst1762878654",0
"kkst130824295",0
"kkst1266029020",0
"kkst1397039125",1
"kkst1042346922",1
"kkst1747329541",1
"kkst1967728186",1
"kkst1447132009",0
"kkst1695114825",1
"kkst965046113",0
"kkst1087586302",0
"kkst1241579677",1
"kkst1490959159",0
"kkst120924203",0
"kkst2028471180",1
"kkst2111010224",0
"kkst1682981613",1
"kkst1677213892",1
"kkst1373315335",0
"kkst1296434091",1
"kkst569212153",0
"kkst1760323539",1
"kkst1659072719",0
"kkst1476216237",1
"kkst1336748163",0
"kkst952881753",1
"kkst417089807",0
"kkst1455963709",0
"kkst1752975060",1
"kkst892653524",1
"kkst750438615",1
"kkst2035318686",0
"kkst1749085812",1
"kkst754338454",0
"kkst302556197",0
"kkst45186334",1
"kkst789770484",1
"kkst1012364457",0
"kkst1601175275",1
"kkst1171605800",0
"kkst56086468",0
"kkst599190886",0
"kkst325171681",1
"kkst1295214608",0
"kkst1120459367",1
"kkst1436598493",0
"kkst1630227716",0
"kkst950644967",0
"kkst2039063845",1
"kkst156632595",0
"kkst1662873464",1
"kkst567475359",0
"kkst1743352577",0
"kkst37315711",0
"kkst501839860",0
"kkst1219407530",0
"kkst29749038",1
"kkst1566166612",0
"kkst79334241",1
"kkst1171800703",0
"kkst1997775757",0
"kkst1764207195",1
"kkst317882324",1
"kkst1677327378",0
"kkst378801605",0
"kkst522264495",1
"kkst207227717",1
"kkst620320718",1
"kkst1666791800",0
"kkst272503924",0
"kkst929117432",0
"kkst319079587",1
"kkst484051019",1
"kkst1487523469",0
"kkst1917528746",1
"kkst420024654",1
"kkst418630672",0
"kkst756252675",1
"kkst2035769573",0
"kkst32510594",0
"kkst901897619",0
"kkst303732113",1
"kkst447804667",0
"kkst723403524",0
"kkst421448485",1
"kkst1668370187",1
"kkst226697622",0
"kkst1970422640",1
"kkst341251074",0
"kkst509569318",0
"kkst719947148",1
"kkst2094099678",1
"kkst1978886341",1
"kkst1303149145",0
"kkst188113844",1
"kkst1892957445",0
"kkst1717640868",0
"kkst1482624048",1
"kkst1982792163",1
"kkst322019344",1
"kkst1562029540",0
"kkst650730837",0
"kkst889792000",0
"kkst1345650942",0
"kkst240607003",0
"kkst1213996128",0
"kkst39403035",1
"kkst2065851938",1
"kkst1130229385",1
"kkst1540284427",1
"kkst1650317845",0
"kkst1468041011",0
"kkst180372889",1
"kkst554282880",1
"kkst390675395",0
"kkst1010701682",0
"kkst489036957",0
"kkst1518102446",0
"kkst819360789",0
"kkst6068054",0
"kkst123068911",1
"kkst1011131069",1
"kkst757527267",1
"kkst665524074",0
"kkst1354319173",0
"kkst1271782397",0
"kkst94262082",1
"kkst923933053",0
"kkst184892344",1
"kkst1646007855",1
"kkst1513801594",1
"kkst1631269099",0
"kkst191823877",0
"kkst1406078767",0
"kkst2138556299",1
"kkst509183608",1
"kkst1486368174",0
"kkst3990953",0
"kkst156057327",0
"kkst166217296",1
"kkst1166421806",1
"kkst226521587",1
"kkst1415854960",0
"kkst492944714",0
"kkst840405951",0
"kkst1445393129",0
"kkst495371300",1
"kkst1527414376",0
"kkst893989604",1
"kkst460040686",1
"kkst1681542071",0
"kkst1477960502",0
"kkst949793968",1
"kkst99493420",1
"kkst1523445001",0
"kkst1762051011",1
"kkst331496876",0
"kkst2077262778",0
"kkst167351115",0
"kkst1654848817",0
"kkst471297869",1
"kkst862279235",1
"kkst1290514161",1
"kkst1703086086",0
"kkst1179224559",1
"kkst767722616",1
"kkst6322170",0
"kkst190247435",0
"kkst1841415149",0
"kkst1099853548",1
"kkst874848508",1
"kkst926315090",0
"kkst209229986",1
"kkst1327345863",0
"kkst948662570",0
"kkst1608709726",0
"kkst1631425912",0
"kkst575820686",1
"kkst489213481",1
"kkst824824144",0
"kkst1145467160",1
"kkst85596201",0
"kkst583050877",1
"kkst1751837738",1
"kkst524660345",0
"kkst715811047",1
"kkst641308192",0
"kkst1905238249",0
"kkst1994078906",0
"kkst1729098268",1
"kkst753667467",0
"kkst564664173",0
"kkst1007978597",0
"kkst31751027",1
"kkst2007816485",0
"kkst1246283171",1
"kkst1228001426",1
"kkst1737579700",1
"kkst107841255",1
"kkst1045434368",1
"kkst1533829347",1
"kkst1244693298",1
"kkst583240969",0
"kkst1515421071",0
"kkst493365078",0
"kkst1590970559",0
"kkst1929644077",0
"kkst1922402025",0
"kkst72693833",0
"kkst1100731901",0
"kkst930751958",0
"kkst326943329",1
"kkst1696013364",1
"kkst182527119",1
"kkst663992652",1
"kkst1879338466",1
"kkst1217124431",1
"kkst1519865816",0
"kkst1797201981",0
"kkst1094426403",1
"kkst1151013056",0
"kkst1700981931",1
"kkst450063792",0
"kkst1831997987",0
"kkst981613787",1
"kkst1221818",1
"kkst1818898331",0
"kkst822613463",1
"kkst1259547126",0
"kkst1807657108",0
"kkst1078836871",0
"kkst1533560476",0
"kkst1466847136",1
"kkst697773479",1
"kkst1502448308",0
"kkst1470054814",0
"kkst2083029184",0
"kkst1560109651",0
"kkst618307209",1
"kkst1637098608",0
"kkst223794163",1
"kkst1976802661",1
"kkst758996342",0
"kkst1160353950",0
"kkst1841955287",0
"kkst317948159",0
"kkst927607446",0
"kkst1134248349",0
"kkst600591055",0
"kkst1588451949",0
"kkst2070275585",0
"kkst241132360",0
"kkst86287327",1
"kkst756249359",0
"kkst1378843837",0
"kkst352146676",0
"kkst1061527480",0
"kkst494846605",1
"kkst1532707918",0
"kkst287082078",1
"kkst801802585",0
"kkst513651222",1
"kkst588252440",0
"kkst1838590388",0
"kkst25046535",0
"kkst1097701174",1
"kkst1061611449",0
"kkst608335522",1
"kkst1412718069",0
"kkst231197329",1
"kkst66053634",0
"kkst695814248",1
"kkst948523829",1
"kkst983906619",0
"kkst687740252",0
"kkst1393756006",1
"kkst1899242224",0
"kkst1778559283",1
"kkst1057925827",0
"kkst958299715",0
"kkst1267299127",1
"kkst337946691",1
"kkst593520747",1
"kkst1632508133",0
"kkst1991629779",0
"kkst1825086530",1
"kkst1659662527",1
"kkst1915478913",0
"kkst30216339",1
"kkst1295401340",0
"kkst495353100",1
"kkst463616264",0
"kkst765112529",0
"kkst1114020256",0
"kkst1432617141",1
"kkst762171545",0
"kkst1624462",0
"kkst2025176370",1
"kkst871463900",1
"kkst1697695514",0
"kkst674638853",1
"kkst620431198",1
"kkst1225066824",1
"kkst834832722",1
"kkst2057589910",0
"kkst329372030",1
"kkst1860190319",1
"kkst724121429",1
"kkst210861093",1
"kkst1364299292",1
"kkst2021201967",1
"kkst1975916066",1
"kkst136025692",0
"kkst1225272340",0
"kkst146765415",0
"kkst1615722461",1
"kkst729038789",0
"kkst349750614",1
"kkst1181296779",0
"kkst672567253",0
"kkst1660133115",0
"kkst93626575",1
"kkst1085742234",1
"kkst257566340",0
"kkst410129128",0
"kkst1099698355",0
"kkst610369936",0
"kkst1121378445",0
"kkst1015164698",1
"kkst1544447940",1
"kkst1601880657",1
"kkst882108373",1
"kkst1686647409",1
"kkst287892928",1
"kkst888164777",1
"kkst1407353741",1
"kkst1703816891",1
"kkst1456242239",0
"kkst1438938410",1
"kkst504528880",1
"kkst1830784068",0
"kkst1451468884",1
"kkst1678745023",1
"kkst1046012594",0
"kkst1516570491",1
"kkst2059825834",1
"kkst1315634313",1
"kkst1807832137",1
"kkst1115945509",0
"kkst1248541539",1
"kkst835437428",0
"kkst477595728",0
"kkst1059945082",1
"kkst222577623",0
"kkst1034660570",1
"kkst372316917",1
"kkst916919369",1
"kkst1209250830",0
"kkst36232010",1
"kkst2051141791",0
"kkst1392565942",0
"kkst1228083278",0
"kkst1764429893",1
"kkst1082357710",1
"kkst1710067846",1
"kkst1693807248",1
"kkst1012337490",1
"kkst2133015827",0
"kkst611441343",0
"kkst728050078",0
"kkst797795861",1
"kkst808661887",1
"kkst1931205430",0
"kkst1876464065",1
"kkst1575320881",0
"kkst1190557769",0
"kkst857883295",1
"kkst1164540011",0
"kkst1359109078",1
"kkst28139238",1
"kkst419556889",1
"kkst702972184",0
"kkst1269710166",0
"kkst1512240358",0
"kkst335110485",1
"kkst1499891274",1
"kkst305822262",1
"kkst1082126895",0
"kkst716979905",1
"kkst174535172",1
"kkst1508902755",1
"kkst1491659549",1
"kkst832700512",1
"kkst1444346176",1
"kkst1487544516",0
"kkst1518441136",1
"kkst505394414",0
"kkst1543777318",0
"kkst898699416",1
"kkst1096209193",1
"kkst2066825293",0
"kkst81353616",1
"kkst1668066092",1
"kkst1024053474",0
"kkst200508764",0
"kkst1322469070",0
"kkst1275842412",1
"kkst1911446919",0
"kkst673505735",0
"kkst330707121",1
"kkst2066965100",0
"kkst1493854763",1
"kkst496848969",0
"kkst246167632",0
"kkst390326753",1
"kkst162520009",0
"kkst1498675403",0
"kkst1170072152",1
"kkst1085725193",0
"kkst587734625",0
"kkst1882789726",0
"kkst1579597881",1
"kkst1116174851",1
"kkst362745838",0
"kkst2093008584",0
"kkst108678100",0
"kkst1050318747",1
"kkst1984003294",0
"kkst1338844239",1
"kkst1993718861",0
"kkst993668300",1
"kkst2050664066",0
"kkst425918227",1
"kkst2104895481",0
"kkst2128004440",1
"kkst1806814258",0
"kkst873615521",0
"kkst1565126374",1
"kkst496723073",0
"kkst533402227",0
"kkst422045205",0
"kkst1345734371",1
"kkst1725888197",1
"kkst1783470655",0
"kkst980670482",1
"kkst609180473",0
"kkst419510810",0
"kkst1698863600",1
"kkst692832102",0
"kkst684334923",0
"kkst157064547",1
"kkst125735914",0
"kkst1074092371",0
"kkst1936755582",0
"kkst1077098027",0
"kkst224014576",1
"kkst678366375",1
"kkst413824889",1
"kkst853597803",1
"kkst205957157",0
"kkst922033531",1
"kkst1135085278",0
"kkst252314584",0
"kkst2096477059",0
"kkst1872245165",0
"kkst385410817",0
"kkst705903626",1
"kkst1022853525",0
"kkst1031103369",1
"kkst948404341",0
"kkst2075775658",1
"kkst1335531338",0
"kkst238126473",1
"kkst368486255",0
"kkst1599193711",0
"kkst1036604322",1
"kkst994139107",0
"kkst270098200",0
"kkst2057683266",1
"kkst610355331",0
"kkst702151222",1
"kkst1570758451",1
"kkst230718900",1
"kkst220993916",0
"kkst424091409",1
"kkst181260349",0
"kkst208237867",0
"kkst1043798474",0
"kkst25514694",1
"kkst1864354044",0
"kkst1004990910",0
"kkst285932146",1
"kkst1451052725",1
"kkst1533252038",1
"kkst1605668566",0
"kkst1932783167",0
"kkst649675633",0
"kkst1844899946",0
"kkst1816195491",1
"kkst1990350960",1
"kkst1193354345",1
"kkst646847207",0
"kkst1638562459",1
"kkst164825915",0
"kkst1567012120",1
"kkst880750280",1
"kkst763377962",0
"kkst799797723",0
"kkst1803951470",1
"kkst1792064165",0
"kkst1427031143",1
"kkst1452487648",1
"kkst978690762",1
"kkst1847627247",1
"kkst292550798",0
"kkst792973222",1
"kkst1162663059",0
"kkst573986210",1
"kkst1774339521",0
"kkst1764751430",0
"kkst1125877714",0
"kkst1850796673",0
"kkst634063408",0
"kkst1581494112",0
"kkst413833065",0
"kkst2095266495",0
"kkst1290850818",0
"kkst865688646",1
"kkst1583002859",1
"kkst1220711842",0
"kkst2013970280",0
"kkst2113288889",0
"kkst298782687",1
"kkst225852692",0
"kkst571872889",1
"kkst1275988783",1
"kkst784136640",0
"kkst1718518616",1
"kkst203805315",0
"kkst247967727",1
"kkst1362623397",1
"kkst1483983552",1
"kkst2013987302",1
"kkst1334035139",1
"kkst811699355",0
"kkst956803670",1
"kkst1406252500",0
"kkst1881567988",0
"kkst1124973777",1
"kkst2043316914",1
"kkst759652734",1
"kkst1730020537",1
"kkst94299567",1
"kkst1301406589",0
"kkst96560010",0
"kkst471723980",0
"kkst433431298",0
"kkst1661287417",1
"kkst1021341417",1
"kkst1680452569",0
"kkst2068290556",0
"kkst416083217",1
"kkst1886778175",1
"kkst690000880",0
"kkst204162906",0
"kkst1877046589",1
"kkst139356664",1
"kkst1117441627",0
"kkst1860848849",1
"kkst2091693317",1
"kkst1563468747",0
"kkst186374014",0
"kkst1335925475",0
"kkst1485095952",1
"kkst967488517",1
"kkst1117053384",1
"kkst2146964629",0
"kkst1883574170",0
"kkst617747569",1
"kkst1490645420",1
"kkst1823104046",0
"kkst1393694823",1
"kkst750481387",1
"kkst500123533",0
"kkst1626489592",1
"kkst1114168467",0
"kkst1940050807",1
"kkst1209837308",0
"kkst419701702",1
"kkst529236164",1
"kkst929251529",0
"kkst2098189368",1
"kkst1695964107",1
"kkst1087380382",0
"kkst334870412",0
"kkst1849730789",1
"kkst671973132",1
"kkst2120553511",0
"kkst2110206386",0
"kkst1457574715",0
"kkst2143173498",1
"kkst805880945",1
"kkst379336145",0
"kkst304785611",0
"kkst1380535407",1
"kkst67507144",1
"kkst1182075434",1
"kkst961039791",1
"kkst1502552120",0
"kkst1232882896",0
"kkst860659193",1
"kkst1455372307",0
"kkst917665571",1
"kkst1455764191",1
"kkst130622317",0
"kkst1744803552",0
"kkst1216348523",1
"kkst1450981858",1
"kkst1118527241",0
"kkst1080222571",1
"kkst708660196",1
"kkst1304172701",1
"kkst311997785",1
"kkst625867091",0
"kkst2030431043",1
"kkst1520302083",0
"kkst1991968609",1
"kkst304478852",0
"kkst970891247",1
"kkst663116255",1
"kkst1587414933",0
"kkst1997327184",0
"kkst385689054",0
"kkst210239276",0
"kkst269309178",0
"kkst376999544",1
"kkst1078852010",0
"kkst969922532",0
"kkst1796287588",0
"kkst499590523",0
"kkst1794655967",0
"kkst229409955",1
"kkst914831836",0
"kkst229578438",0
"kkst1402433796",0
"kkst1845817536",1
"kkst95756366",0
"kkst510551362",1
"kkst2121781245",1
"kkst2045558756",0
"kkst795237450",1
"kkst1563021244",1
"kkst42799553",0
"kkst899542725",0
"kkst570464567",0
"kkst1168519753",0
"kkst1948082396",0
"kkst1151038618",0
"kkst541402550",0
"kkst1032874960",0
"kkst2084056588",1
"kkst26461552",1
"kkst487852882",1
"kkst363845482",1
"kkst855866288",1
"kkst1045974773",0
"kkst1580618651",1
"kkst992292721",1
"kkst1144321005",1
"kkst877107312",1
"kkst1900725224",1
"kkst1586317387",1
"kkst808113517",1
"kkst2047537293",0
"kkst1988436488",1
"kkst1623738470",1
"kkst1401750409",0
"kkst542800333",0
"kkst687568114",0
"kkst577817754",0
"kkst1062326276",1
"kkst1179755350",1
"kkst1616437199",0
"kkst1362109613",1
"kkst782438466",1
"kkst459427565",0
"kkst107479453",0
"kkst616329750",0
"kkst1766543786",0
"kkst1882722817",0
"kkst387626617",1
"kkst567551121",1
"kkst674715433",1
"kkst2087294460",0
"kkst1339301042",1
"kkst1607489848",0
"kkst1854672674",1
"kkst1787232746",0
"kkst417544508",0
"kkst1801443687",0
"kkst563152466",0
"kkst1405180960",0
"kkst1087774453",0
"kkst15782187",0
"kkst2140618031",0
"kkst79529244",1
"kkst718645067",1
"kkst397098101",0
"kkst907773144",0
"kkst1292278240",1
"kkst1439490909",1
"kkst746348869",0
"kkst84280747",1
"kkst1962375175",0
"kkst206183132",0
"kkst222258003",1
"kkst1624829118",0
"kkst1541834363",1
"kkst897335706",1
"kkst1557493459",0
"kkst233869077",1
"kkst1254591276",0
"kkst1383751823",0
"kkst497790875",0
"kkst433701016",1
"kkst1292774740",1
"kkst226668341",1
"kkst1353998983",0
"kkst1199128571",0
"kkst1280887305",0
"kkst1961124129",1
"kkst130469214",1
"kkst202725317",1
"kkst1652375613",0
"kkst1962844798",1
"kkst970870862",1
"kkst1202819114",0
"kkst1749105367",1
"kkst955437639",0
"kkst1990332786",1
"kkst1195741439",1
"kkst282559186",1
"kkst760879658",1
"kkst660747455",0
"kkst355844392",0
"kkst2080973754",1
"kkst357093678",0
"kkst1944487023",0
"kkst1671919254",0
"kkst653930147",0
"kkst185035975",0
"kkst1713375803",0
"kkst1912175413",1
"kkst1136359599",1
"kkst1067344960",0
"kkst221252322",1
"kkst945790399",0
"kkst1823701380",0
"kkst2045995373",0
"kkst1520336839",0
"kkst541923770",0
"kkst2044188894",0
"kkst2124104295",0
"kkst1507258192",0
"kkst1386544911",0
"kkst1498412853",0
"kkst601286977",1
"kkst1292949123",0
"kkst400522487",1
"kkst1552862869",1
"kkst1874734518",0
"kkst1332716617",0
"kkst1911129963",0
"kkst2047644862",1
"kkst1698026248",1
"kkst1146891600",0
"kkst1007204515",0
"kkst405125404",1
"kkst1454377707",0
"kkst734079643",0
"kkst1379640814",0
"kkst1876093854",0
"kkst1597337629",1
"kkst1513647530",0
"kkst2145170613",0
"kkst633205006",0
"kkst2031338146",0
"kkst1502129617",1
"kkst1770447311",0
"kkst1181786263",1
"kkst1326797",0
"kkst1644787091",0
"kkst1099046460",1
"kkst263096914",0
"kkst271460307",1
"kkst2034401362",0
"kkst1946070265",1
"kkst1394220996",0
"kkst891939312",1
"kkst960892945",0
"kkst1608341163",1
"kkst1668539183",0
"kkst176794416",1
"kkst870322835",0
"kkst1610877764",0
"kkst52408946",1
"kkst1860439330",0
"kkst1018613131",1
"kkst924049189",0
"kkst310206041",1
"kkst1673264763",0
"kkst1065532782",1
"kkst73650771",0
"kkst1164966965",1
"kkst1140405044",0
"kkst209717995",1
"kkst1414416106",1
"kkst2109777681",1
"kkst213792010",1
"kkst1602840131",0
"kkst916537439",0
"kkst1390397161",1
"kkst2053705681",0
"kkst1229328672",1
"kkst608009068",0
"kkst154063324",1
"kkst524179157",0
"kkst564670735",0
"kkst2109960485",0
"kkst186356324",0
"kkst1137484748",1
"kkst413761585",0
"kkst926877452",0
"kkst2053967643",1
"kkst1864475353",1
"kkst435099597",0
"kkst458151597",1
"kkst939241562",0
"kkst1602698908",1
"kkst220704723",1
"kkst1429275042",0
"kkst1173580583",1
"kkst1238524902",1
"kkst660273219",0
"kkst229300650",1
"kkst1961112720",1
"kkst2090036065",1
"kkst400568350",1
"kkst358455357",1
"kkst573603218",1
